originator_tax_id,reference_number,amount,due_on,status
12345678000195,RECV-2028-030001,29028.53,2026-09-25,cancelled
98765432000198,RECV-2028-030002,48229.38,2028-02-14,eligible
11223344000177,RECV-2028-030003,25110.55,2027-03-17,advanced
55667788000133,RECV-2028-030004,13402.12,2027-11-07,advanced
99887766000111,RECV-2028-030005,15208.20,2027-10-03,pending
12345678000195,RECV-2028-030006,42363.68,2027-01-14,cancelled
98765432000198,RECV-2028-030007,9593.57,2027-01-19,cancelled
11223344000177,RECV-2028-030008,39076.90,2026-06-13,pending
55667788000133,RECV-2028-030009,11154.76,2027-12-16,eligible
99887766000111,RECV-2028-030010,36519.16,2026-08-11,pending
12345678000195,RECV-2028-030011,18968.62,2027-02-19,advanced
98765432000198,RECV-2028-030012,7738.66,2026-06-25,cancelled
11223344000177,RECV-2028-030013,12603.14,2027-05-30,pending
55667788000133,RECV-2028-030014,34303.50,2028-02-15,advanced
99887766000111,RECV-2028-030015,41587.31,2027-06-22,cancelled
12345678000195,RECV-2028-030016,31134.44,2026-06-04,cancelled
98765432000198,RECV-2028-030017,17793.60,2026-10-18,cancelled
11223344000177,RECV-2028-030018,37521.41,2026-07-10,advanced
55667788000133,RECV-2028-030019,20928.66,2027-02-19,advanced
99887766000111,RECV-2028-030020,21969.65,2027-02-25,eligible
12345678000195,RECV-2028-030021,37851.39,2027-07-29,cancelled
98765432000198,RECV-2028-030022,5884.48,2028-02-16,eligible
11223344000177,RECV-2028-030023,25368.34,2028-01-16,advanced
55667788000133,RECV-2028-030024,18128.70,2027-07-23,pending
99887766000111,RECV-2028-030025,42506.85,2027-08-11,pending
12345678000195,RECV-2028-030026,17299.74,2026-06-10,eligible
98765432000198,RECV-2028-030027,36743.73,2027-09-22,cancelled
11223344000177,RECV-2028-030028,36219.67,2027-11-09,advanced
55667788000133,RECV-2028-030029,29880.03,2028-01-05,eligible
99887766000111,RECV-2028-030030,37317.89,2026-12-28,cancelled
12345678000195,RECV-2028-030031,30870.39,2028-02-20,pending
98765432000198,RECV-2028-030032,12917.36,2027-01-23,eligible
11223344000177,,10523.04,2026-05-30,advanced
55667788000133,RECV-2028-030034,39583.12,2026-05-02,advanced
99887766000111,RECV-2028-030035,15152.28,2027-05-29,eligible
12345678000195,RECV-2028-030036,2547.45,2027-05-11,eligible
98765432000198,RECV-2028-030037,35342.95,2027-08-02,advanced
11223344000177,RECV-2028-030038,3849.90,2027-03-27,cancelled
55667788000133,RECV-2028-030039,29231.83,2026-08-29,advanced
99887766000111,RECV-2028-030040,36005.66,2028-02-04,pending
12345678000195,RECV-2028-030041,35490.28,2027-11-11,advanced
98765432000198,RECV-2028-030042,11677.53,2028-03-20,pending
11223344000177,RECV-2028-030043,30987.19,2026-05-06,cancelled
55667788000133,RECV-2028-030044,5504.66,2027-10-12,advanced
99887766000111,RECV-2028-030045,13436.14,2027-02-06,pending
12345678000195,RECV-2028-030046,23456.84,2027-03-17,pending
98765432000198,RECV-2028-030047,8147.85,2028-02-11,eligible
11223344000177,RECV-2028-030048,25427.32,2027-04-03,eligible
55667788000133,RECV-2028-030049,10685.06,2026-10-06,advanced
99887766000111,RECV-2028-030050,8062.38,2027-03-11,pending
12345678000195,RECV-2028-030051,19076.36,2026-12-25,eligible
98765432000198,RECV-2028-030052,42533.94,2027-03-19,pending
11223344000177,,19936.47,2027-08-27,cancelled
55667788000133,RECV-2028-030054,22689.54,2027-10-03,cancelled
99887766000111,RECV-2028-030055,24807.34,2027-02-06,pending
12345678000195,RECV-2028-030056,35716.72,2026-06-21,cancelled
98765432000198,RECV-2028-030057,15959.22,2026-11-14,advanced
11223344000177,RECV-2028-030058,1424.52,2027-07-23,cancelled
55667788000133,RECV-2028-030059,1777.10,2027-04-08,cancelled
99887766000111,RECV-2028-030060,20150.92,2026-12-16,advanced
12345678000195,RECV-2028-030061,25182.64,2027-01-08,advanced
