originator_tax_id,reference_number,amount,due_on,status
12345678000195,RECV-2029-040001,4426.35,2027-07-08,eligible
98765432000198,RECV-2029-040002,45759.23,2027-04-19,advanced
11223344000177,RECV-2029-040003,9108.75,2027-05-14,eligible
55667788000133,RECV-2029-040004,21687.67,2027-10-12,eligible
99887766000111,RECV-2029-040005,47923.24,2027-06-02,eligible
12345678000195,RECV-2029-040006,30653.43,2027-07-25,cancelled
98765432000198,RECV-2029-040007,18570.68,2027-07-06,cancelled
11223344000177,RECV-2029-040008,33590.88,2027-06-27,cancelled
55667788000133,RECV-2029-040009,45896.84,2027-07-15,advanced
99887766000111,RECV-2029-040010,10874.89,2026-10-28,advanced
12345678000195,RECV-2029-040011,11576.36,2027-12-29,pending
98765432000198,RECV-2029-040012,30816.61,2026-07-06,pending
11223344000177,RECV-2029-040013,37853.79,2026-08-31,pending
55667788000133,RECV-2029-040014,1575.46,2028-02-07,advanced
99887766000111,RECV-2029-040015,42361.19,2027-01-31,cancelled
12345678000195,RECV-2029-040016,9104.26,2026-10-30,advanced
98765432000198,RECV-2029-040017,39903.61,2027-11-14,eligible
11223344000177,RECV-2029-040018,41325.33,2026-10-14,advanced
55667788000133,RECV-2029-040019,35343.54,2026-09-30,cancelled
99887766000111,RECV-2029-040020,30368.76,2027-09-05,pending
12345678000195,RECV-2029-040021,N/A,2027-03-08,eligible
98765432000198,RECV-2029-040022,43341.48,2027-10-26,pending
11223344000177,RECV-2029-040023,713.79,2027-09-28,pending
55667788000133,RECV-2029-040024,9441.19,2027-01-27,cancelled
99887766000111,RECV-2029-040025,22756.55,2027-10-06,eligible
12345678000195,RECV-2029-040026,-5380.87,2026-07-22,eligible
98765432000198,RECV-2029-040027,35783.98,2026-12-28,pending
11223344000177,RECV-2029-040028,36222.08,2026-09-02,eligible
55667788000133,RECV-2029-040029,15376.55,2026-06-05,eligible
99887766000111,RECV-2029-040030,25930.98,2027-04-25,eligible
12345678000195,RECV-2029-040031,34855.07,2027-11-07,eligible
98765432000198,RECV-2029-040032,34967.79,2026-11-17,eligible
11223344000177,RECV-2029-040033,49266.79,2026-09-17,pending
55667788000133,RECV-2029-040034,46562.56,2026-05-22,eligible
99887766000111,RECV-2029-040035,22471.30,2027-11-28,advanced
12345678000195,RECV-2029-040036,13943.15,2026-11-04,cancelled
98765432000198,RECV-2029-040037,41475.31,2027-02-06,advanced
11223344000177,RECV-2029-040038,36633.53,2026-05-14,cancelled
55667788000133,RECV-2029-040039,N/A,2027-03-16,eligible
99887766000111,RECV-2029-040040,28480.03,2027-12-24,advanced
12345678000195,RECV-2029-040041,23540.99,2027-12-21,cancelled
98765432000198,RECV-2029-040042,5236.00,2027-01-05,pending
11223344000177,RECV-2029-040043,24438.32,2026-11-27,eligible
55667788000133,RECV-2029-040044,17811.58,2027-12-23,pending
99887766000111,RECV-2029-040045,6774.94,2027-05-09,cancelled
12345678000195,RECV-2029-040046,9812.17,2027-11-15,pending
98765432000198,RECV-2029-040047,1707.37,2027-07-01,eligible
11223344000177,RECV-2029-040048,12800.36,2028-01-17,cancelled
55667788000133,RECV-2029-040049,17085.10,2026-06-21,eligible
99887766000111,RECV-2029-040050,47301.11,2026-09-21,cancelled
12345678000195,RECV-2029-040051,10725.76,2027-08-16,cancelled
98765432000198,RECV-2029-040052,20187.01,2026-06-22,eligible
11223344000177,RECV-2029-040053,42145.51,2027-11-13,cancelled
55667788000133,RECV-2029-040054,25213.13,2026-12-31,advanced
99887766000111,RECV-2029-040055,46023.60,2026-10-23,cancelled
12345678000195,RECV-2029-040056,8161.24,2027-05-03,cancelled
98765432000198,RECV-2029-040057,13951.02,2027-12-26,cancelled
11223344000177,RECV-2029-040058,3050.18,2026-08-25,cancelled
55667788000133,RECV-2029-040059,7593.84,2027-03-30,pending
99887766000111,RECV-2029-040060,41028.60,2027-06-09,cancelled
12345678000195,RECV-2029-040061,2793.71,2026-07-19,pending
98765432000198,RECV-2029-040062,2640.75,2027-01-10,pending
11223344000177,RECV-2029-040063,10139.64,2028-02-24,advanced
55667788000133,RECV-2029-040064,42251.03,2027-01-28,pending
